BrennerR,BrennerG,BrennerB,DlR,DlG,DlB,EogR,EogG,EogB,EolR,EolG,EolB,HmmR,HmmG,HmmB,HeR,HeG,HeB,HrR,HrG,HrB,SfR,SfG,SfB,TenR,TenG,TenB,TvR,TvG,TvB,VcR,VcG,VcB,GvR,GvG,GvB,GlvR,GlvG,GlvB,NgvR,NgvG,NgvB,TgR,TgG,TgB,SgR,SgG,SgB,MlR,MlG,MlB,VlR,VlG,VlB,StR,StG,StB,Target
0.0015392388237847221,0.001406484191026288,0.001065024053624207,0.03464324870228272,0.03317227225675122,0.03696189875087057,0.0004736764593245386,0.0004356678189428345,0.000361795333750841,0.0004518605561863225,0.00042806224243680316,0.0004923094295162917,1.0110863686047498,1.008948367407004,1.0496811723208181,6.831550599313265,6.951836873132315,7.062815229788249,0.6980392156862745,0.6862745098039216,0.5725490196078431,0.01582676153212658,0.01496188432960261,0.014672700087812952,0.023341317416979045,0.02128631697394031,0.015713838652801806,0.003285667987598499,0.003226389616418338,0.0008686039620026174,0.0012117257241055501,0.0011976573669831847,0.000978602871717013,0.1147501103842627,0.131521978300035,0.16184576003866213,3.740705402543436e-07,3.6732546436280094e-07,1.0354387969982855e-07,0.028666489268699535,0.03241365667077198,0.10393149803415773,0.01572521115015591,0.014875970892358533,0.014398132328971101,0.00013507800485390234,0.00012111853013264129,0.0001193639747182574,0.01644801719515932,0.015762269263174034,0.017922794117647065,0.0004518605561863225,0.0004280622424368032,0.0004923094295162917,0.024524561784820296,0.02288391866443535,0.019917885535199575,2
0.005979576008175941,0.005957515354295824,0.0053514310902056895,0.09023896152005358,0.09003028699576113,0.09082943955758638,0.0021138985475087704,0.002109439062274726,0.001956123255253388,0.0034325097130610827,0.00343861416732747,0.0034315429124315163,1.0336775927774318,1.0275725296869749,1.074279928497873,6.6346101903104024,6.3840362481414274,6.650244609885074,0.7333333333333333,0.7333333333333334,0.6588235294117647,0.031311176546280746,0.03109806379808598,0.03079434598268999,0.08152779561196413,0.0811344851589533,0.07164713260074251,0.048314312972090136,0.0495754444317282,0.0324132199459064,0.0025822791921226718,0.0023027081399731864,0.002099826201160615,0.18185999323301708,0.14084846394497263,0.19309539040700202,5.898324514157551e-06,6.086009756426863e-06,4.064117816030059e-06,0.06716082804618158,0.03975478230423763,0.09556560369540322,0.028928379875845907,0.028707386914406392,0.02839082824053547,0.0009690137112979382,0.0009696383771416041,0.0009050208960345779,0.04244300991881128,0.042315913181678926,0.042842491000306376,0.0034325097130610827,0.0034386141673274704,0.0034315429124315163,0.02995233083054919,0.028947190770354222,0.026433021496066616,2
0.016199879131148474,0.01624509466010669,0.01615907756331699,0.3365378062059539,0.33680423838769225,0.3354802205857513,0.013081435775903498,0.013122276297352582,0.013004354779787224,0.05764786417784025,0.05786490951121564,0.05721396968713956,1.16358497257773,1.1114549842090167,1.246874083382214,7.4086443746507324,7.126665281644295,7.488546555740182,0.9215686274509803,0.9450980392156862,0.8274509803921568,0.0891784803501264,0.08926117409465653,0.08884212784323563,0.13559386244923827,0.135872545077314,0.13590492538927335,0.04519338420777227,0.045030251605294364,0.050505408736466785,0.0020932972463265365,0.001989391287305381,0.0020557070053434934,0.17942284902849723,0.14284272857033367,0.20527995392513973,1.4523175347649913e-05,1.4735860451645434e-05,1.4695699276280419e-05,0.07448397805232754,0.04399820548365673,0.11294519278323553,0.07997552242708146,0.08004629129939438,0.07972710341039746,0.005939881567861519,0.0059575047945802095,0.005905968923836384,0.18556973326439952,0.18573656269148284,0.18497673483455881,0.05764786417784025,0.05786490951121564,0.05721396968713956,0.027079881271985975,0.02661880369284823,0.02613496762117387,2
0.0048348371307009325,0.00493808158220396,0.004053260952818627,0.07910172908096536,0.07905771998401097,0.07830046093041977,0.001784772392604407,0.001811782033202374,0.0015558830475358035,0.0028101829637339005,0.00281386525389874,0.0026667937587105924,1.0360632634433011,1.026900804740782,1.0940461476301688,7.1465656554211865,7.135507051783079,7.364782662224501,0.7764705882352941,0.7686274509803921,0.7215686274509804,0.028105087654801623,0.028159930963556623,0.02682209497747997,0.07058420664528066,0.0722281488039456,0.05836741164756344,0.029276118849385552,0.032237527606431816,0.01951258971895257,0.0021915758155666987,0.0022643895132731517,0.0019365516436737062,0.1600247310706721,0.15612473035287272,0.19794109473352609,3.6367853299085933e-06,3.995572573431766e-06,2.4609373480058657e-06,0.061881551225801586,0.053546795310265086,0.11433296366560822,0.02717511402175184,0.027236331493752975,0.025965624861312434,0.0003221166156796665,0.00031676729840986634,0.0003008967498227845,0.036407351026348046,0.03635301776960785,0.03628324620863971,0.0028101829637339005,0.0028138652538987406,0.0026667937587105924,0.025996387079874138,0.026092854934673233,0.02319887845018264,2
0.0018220859690383506,0.00197737808550197,0.001596900033565816,0.04968830964448313,0.04938618758993557,0.05113153729403039,0.0006046854537617742,0.0006426215840962611,0.0005541818538843233,0.0007974969437836408,0.0007946458205678104,0.0008302545895809303,1.0124079792805185,1.0111274607996503,1.0219432475812136,6.140260726009155,6.310593940386855,6.474520020074211,0.7098039215686275,0.7607843137254902,0.7647058823529411,0.01861318361345398,0.018633104044636046,0.018754487893278025,0.02616733103704104,0.028624610651552293,0.02252365845618272,0.006859302257299743,0.010126302587162843,0.0018797074978211998,0.0013877162911349883,0.0014819636302743633,0.0013227782639940178,0.08377209726496641,0.10070313539447134,0.16121497762936943,7.729566782113361e-07,1.1342915945733857e-06,2.1969523842009682e-07,0.013971408665811154,0.01805883492330435,0.06371517488669683,0.017236256025662283,0.01726487515781729,0.01731696178946087,0.00026301811127330834,0.00027357571494437234,0.00025497700516327853,0.02315039541207109,0.022987395641850504,0.024059220856311285,0.0007974969437836407,0.0007946458205678105,0.0008302545895809302,0.02049683781228284,0.020651996537963575,0.019828557210592842,2
0.006337997630118223,0.00619581786452326,0.0066043648138636585,0.17018585019948468,0.1700077868101506,0.17051558880142353,0.003836505659632113,0.0038001973681246392,0.003905213974568074,0.01341438267057742,0.013414251260783112,0.013418334820141292,1.1257271433140115,1.0736077391979983,1.1325739690297276,7.205618437516318,7.12604153678568,7.3073756931409966,0.7411764705882353,0.7647058823529411,0.7333333333333333,0.04673147527639911,0.04667236353994475,0.047073416076832755,0.06720090567630238,0.0648985262954753,0.07137741024335592,0.03249851302105762,0.027751621139967445,0.03862999972180289,0.0019375135164360069,0.0017841247300467156,0.0019427602871341376,0.19300185662032032,0.15003599455771588,0.19019444115569997,5.378928359744857e-06,4.772001775332989e-06,6.129097824381535e-06,0.11680271859868903,0.06491759020477124,0.11640384383255736,0.04231892582205026,0.042259473986960186,0.04266271002010514,0.0016293676391742357,0.0016126856351072905,0.001644117215283785,0.08789840399050244,0.08779260971966912,0.08806092505361521,0.01341438267057742,0.013414251260783112,0.013418334820141294,0.022760396240152744,0.021921356552543833,0.024238030790712888,2
0.00770975021250841,0.007833499519791065,0.008057321374666594,0.21558220536389167,0.2156312677565282,0.2157897193514433,0.005124232238276745,0.005158364524386654,0.0052096108242623024,0.01910783637903691,0.019126024433210785,0.019088348775861446,1.1378989608681491,1.0811710603364497,1.1867087347315632,7.254552351803976,6.8547263474655855,7.221646053360955,0.6980392156862745,0.6666666666666666,0.6823529411764706,0.057987407137049,0.058099187284283885,0.05849662692660565,0.07684374699634755,0.07874273116109189,0.08242389214034265,0.012508318213801562,0.01368087900752006,0.015910832679684052,0.0019820072301668934,0.0018540260581867418,0.0019431434874807585,0.16621784537376794,0.11684315180742244,0.17311619468020004,2.579712730090591e-06,2.753005623878846e-06,2.9294476374031337e-06,0.07564560878808067,0.03448469184032496,0.09373902033739226,0.052333974939851265,0.052444402844140765,0.05282057880282296,0.0022746469863604143,0.002275416437638168,0.0023047715084042195,0.11319268918504902,0.11317557540594363,0.11322452320772058,0.01910783637903691,0.019126024433210785,0.019088348775861446,0.0233488001801287,0.023273884685232782,0.025196648098801403,2
0.005704887299205834,0.005752001465031478,0.006092654840160635,0.17286646558218732,0.17306395465374858,0.17344399486859557,0.0035573271942431995,0.0035745801269343523,0.003659494320093233,0.012700379286212034,0.012727330965704295,0.012723813407103036,1.0992193179656349,1.063206329818085,1.1431379965200033,7.146428861350453,6.837998156239033,7.184040742484669,0.6784313725490196,0.6823529411764706,0.6784313725490196,0.04696421181991356,0.04706846156964539,0.04756030369222243,0.05846564891658257,0.059139318411188004,0.06453052067564158,0.012798780820608636,0.011696629063641205,0.018002749583624925,0.0016637547664209995,0.0015663228517127092,0.001693581504484426,0.17041215100352633,0.1229700493790272,0.18679668845090816,2.3085981424266234e-06,2.207778418384933e-06,2.9036215115766844e-06,0.07965159352011482,0.03812296822970576,0.10418110276256143,0.04238401762200299,0.04249237152347841,0.042946867655021675,0.0017097282482999327,0.0017075813407853948,0.0017556824880304448,0.089239501953125,0.08930616191789216,0.0894974054074755,0.012700379286212036,0.012727330965704293,0.012723813407103036,0.020426555698709166,0.020520610158737827,0.022539956782479748,2
0.006257579529207516,0.006284515017135837,0.0063346734316428776,0.17790284842084825,0.1778353880118957,0.1779922154436769,0.0037465648071805316,0.0037543862712057863,0.003762099791471429,0.012282223934304113,0.012293598859963716,0.01227089500207252,1.1019888206457749,1.0624094223962088,1.1446327063392077,7.1508998319035975,6.84951518357939,7.113318336747419,0.7215686274509804,0.6941176470588235,0.6941176470588235,0.048452822089436284,0.04853028903263212,0.04858353276253198,0.0686398954879133,0.06903453693441225,0.06989038170415225,0.013736521125455163,0.013618365859037935,0.014600569924283109,0.0017642928801422653,0.001640030840001444,0.0017185608637603211,0.17088119440325625,0.12143911937713793,0.18508738697577606,2.5908155653689424e-06,2.570472807178127e-06,2.6502016419610495e-06,0.07835623811984345,0.03603453158607972,0.10388898721413521,0.04417799828494426,0.044261676180007106,0.044347298752752694,0.0013864474826388888,0.001381849313139778,0.0013965686180645665,0.08906980028339462,0.08902958888633579,0.08916111366421568,0.012282223934304113,0.012293598859963716,0.012270895002072521,0.02352233237889984,0.02352743561452348,0.02353986743401036,2
0.017323368810223234,0.017244002926308392,0.01686792522519884,0.3483208728460617,0.3483522217934896,0.34649274481371306,0.013173149487276527,0.013159853397356185,0.012974796962481376,0.056388351986014995,0.05643164071886414,0.055826454030601214,1.1567510506992655,1.1140876585397024,1.2686850650821624,7.3181585085606,7.1151780621288205,7.150056901345823,0.9333333333333333,0.9450980392156862,0.8156862745098039,0.09267814719937896,0.09268358189345093,0.09186511237267894,0.15401334804372116,0.15264671434214006,0.1480511110885837,0.09072221899697212,0.08387997500725052,0.08174916717556335,0.0027057368165939455,0.0023326217023650897,0.0021337167871131324,0.21358115009757464,0.1579928894565686,0.19011615626942152,1.7055949021045334e-05,1.6185226797417457e-05,1.5922510275812074e-05,0.10338740029605875,0.056854398306411584,0.10738260520801217,0.08303229071549625,0.08305260575663431,0.08243778092644888,0.006685399602166233,0.006689341895995531,0.006575451139210279,0.19416491938572303,0.1941552255667892,0.19311846564797794,0.056388351986014995,0.05643164071886414,0.055826454030601214,0.03187614015438525,0.03147057912553707,0.029333879704173678,2
